Rec #,Date/Time,Temperature(degC),Pressure(psi)
190,10-25-2019 14:32:14,8.75,-0.009
191,10-25-2019 14:47:14,8.75,-0.009
192,10-25-2019 15:02:14,8.81,-0.009
193,10-25-2019 15:17:14,8.75,-0.009
194,10-25-2019 15:32:14,8.81,-0.009
195,10-25-2019 15:47:14,8.75,-0.009
196,10-25-2019 16:02:14,8.75,-0.009
197,10-25-2019 16:17:14,8.75,-0.009
198,10-25-2019 16:32:14,8.81,-0.009
199,10-25-2019 16:47:14,8.75,-0.009
200,10-25-2019 17:02:14,8.75,-0.01
201,10-25-2019 17:17:14,8.69,-0.01
202,10-25-2019 17:32:14,8.69,-0.01
203,10-25-2019 17:47:14,8.69,-0.011
204,10-25-2019 18:02:14,8.69,-0.01
205,10-25-2019 18:17:14,8.63,-0.011
206,10-25-2019 18:32:14,8.63,-0.011
207,10-25-2019 18:47:14,8.63,-0.011
208,10-25-2019 19:02:14,8.63,-0.011
209,10-25-2019 19:17:14,8.56,-0.012
210,10-25-2019 19:32:14,8.56,-0.012
211,10-25-2019 19:47:14,8.5,-0.012
212,10-25-2019 20:02:14,8.44,-0.013
213,10-25-2019 20:17:14,8.44,-0.013
214,10-25-2019 20:32:14,8.44,-0.013
215,10-25-2019 20:47:14,8.38,-0.013
216,10-25-2019 21:02:14,8.38,-0.013
217,10-25-2019 21:17:14,8.31,-0.013
218,10-25-2019 21:32:14,8.31,-0.013
219,10-25-2019 21:47:14,8.25,-0.013
220,10-25-2019 22:02:14,8.25,-0.014
221,10-25-2019 22:17:14,8.19,-0.014
222,10-25-2019 22:32:14,8.13,-0.014
223,10-25-2019 22:47:14,8.13,-0.014
224,10-25-2019 23:02:14,8.13,-0.014
225,10-25-2019 23:17:14,8.13,-0.014
226,10-25-2019 23:32:14,8.06,-0.014
227,10-25-2019 23:47:14,8,-0.014
228,10-26-2019 0:02:14,8,-0.014
229,10-26-2019 0:17:14,8,-0.014
230,10-26-2019 0:32:14,7.94,-0.013
231,10-26-2019 0:47:14,7.94,-0.013
232,10-26-2019 1:02:14,7.94,-0.013
233,10-26-2019 1:17:14,7.88,-0.013
234,10-26-2019 1:32:14,7.88,-0.013
235,10-26-2019 1:47:14,7.88,-0.013
236,10-26-2019 2:02:14,7.88,-0.012
237,10-26-2019 2:17:14,7.88,-0.012
238,10-26-2019 2:32:14,7.81,-0.012
239,10-26-2019 2:47:14,7.81,-0.012
240,10-26-2019 3:02:14,7.81,-0.002
241,10-26-2019 3:17:14,7.75,-0.002
242,10-26-2019 3:32:14,7.75,-0.003
243,10-26-2019 3:47:14,7.75,-0.002
244,10-26-2019 4:02:14,7.69,-0.002
245,10-26-2019 4:17:14,7.69,-0.002
246,10-26-2019 4:32:14,7.63,-0.002
247,10-26-2019 4:47:14,7.63,-0.002
248,10-26-2019 5:02:14,7.63,-0.002
249,10-26-2019 5:17:14,7.63,-0.002
250,10-26-2019 5:32:14,7.56,-0.002
251,10-26-2019 5:47:14,7.56,-0.003
252,10-26-2019 6:02:14,7.56,-0.002
253,10-26-2019 6:17:14,7.5,-0.002
254,10-26-2019 6:32:14,7.5,-0.003
255,10-26-2019 6:47:14,7.5,-0.002
256,10-26-2019 7:02:14,7.5,-0.002
257,10-26-2019 7:17:14,7.44,-0.002
258,10-26-2019 7:32:14,7.44,-0.002
259,10-26-2019 7:47:14,7.38,-0.002
260,10-26-2019 8:02:14,7.38,-0.002
261,10-26-2019 8:17:14,7.38,-0.002
262,10-26-2019 8:32:14,7.38,-0.002
263,10-26-2019 8:47:14,7.38,-0.002
264,10-26-2019 9:02:14,7.38,-0.002
265,10-26-2019 9:17:14,7.38,-0.002
266,10-26-2019 9:32:14,7.38,-0.002
267,10-26-2019 9:47:14,7.38,-0.002
268,10-26-2019 10:02:14,7.38,-0.002
269,10-26-2019 10:17:14,7.38,-0.002
270,10-26-2019 10:32:14,7.38,-0.002
271,10-26-2019 10:47:14,7.38,-0.002
272,10-26-2019 11:02:14,7.38,-0.002
273,10-26-2019 11:17:14,7.38,-0.002
274,10-26-2019 11:32:14,7.38,-0.002
275,10-26-2019 11:47:14,7.38,-0.002
276,10-26-2019 12:02:14,7.38,-0.002
277,10-26-2019 12:17:14,7.38,-0.002
278,10-26-2019 12:32:14,7.38,-0.002
279,10-26-2019 12:47:14,7.38,-0.002
280,10-26-2019 13:02:14,7.38,-0.002
281,10-26-2019 13:17:14,7.38,-0.002
282,10-26-2019 13:32:14,7.38,-0.002
283,10-26-2019 13:47:14,7.38,-0.002
284,10-26-2019 14:02:14,7.38,-0.002
285,10-26-2019 14:17:14,7.38,-0.002
286,10-26-2019 14:32:14,7.44,-0.002
287,10-26-2019 14:47:14,7.44,-0.002
288,10-26-2019 15:02:14,7.44,-0.002
289,10-26-2019 15:17:14,7.44,-0.002
290,10-26-2019 15:32:14,7.44,-0.002
291,10-26-2019 15:47:14,7.44,-0.002
292,10-26-2019 16:02:14,7.44,-0.002
293,10-26-2019 16:17:14,7.44,-0.002
294,10-26-2019 16:32:14,7.5,-0.002
295,10-26-2019 16:47:14,7.5,-0.002
296,10-26-2019 17:02:14,7.5,-0.002
297,10-26-2019 17:17:14,7.5,-0.002
298,10-26-2019 17:32:14,7.5,-0.002
299,10-26-2019 17:47:14,7.5,-0.002
300,10-26-2019 18:02:14,7.5,-0.002
301,10-26-2019 18:17:14,7.5,-0.002
302,10-26-2019 18:32:14,7.5,-0.002
303,10-26-2019 18:47:14,7.5,-0.002
304,10-26-2019 19:02:14,7.5,-0.002
305,10-26-2019 19:17:14,7.5,-0.002
306,10-26-2019 19:32:14,7.44,-0.002
307,10-26-2019 19:47:14,7.5,-0.002
308,10-26-2019 20:02:14,7.44,-0.002
309,10-26-2019 20:17:14,7.44,-0.002
310,10-26-2019 20:32:14,7.44,-0.002
311,10-26-2019 20:47:14,7.44,-0.002
312,10-26-2019 21:02:14,7.44,-0.002
313,10-26-2019 21:17:14,7.44,-0.002
314,10-26-2019 21:32:14,7.38,-0.002
315,10-26-2019 21:47:14,7.44,-0.002
316,10-26-2019 22:02:14,7.38,-0.002
317,10-26-2019 22:17:14,7.38,-0.002
318,10-26-2019 22:32:14,7.38,-0.002
319,10-26-2019 22:47:14,7.31,-0.002
320,10-26-2019 23:02:14,7.31,-0.002
321,10-26-2019 23:17:14,7.31,-0.002
322,10-26-2019 23:32:14,7.25,-0.002
323,10-26-2019 23:47:14,7.25,-0.002
324,10-27-2019 0:02:14,7.25,-0.002
325,10-27-2019 0:17:14,7.19,-0.002
326,10-27-2019 0:32:14,7.19,-0.002
327,10-27-2019 0:47:14,7.13,-0.002
328,10-27-2019 1:02:14,7.13,-0.002
329,10-27-2019 1:17:14,7.06,-0.002
330,10-27-2019 1:32:14,7.06,-0.002
331,10-27-2019 1:47:14,7,-0.002
332,10-27-2019 2:02:14,7,-0.002
333,10-27-2019 2:17:14,7,-0.002
334,10-27-2019 2:32:14,7,-0.002
335,10-27-2019 2:47:14,7,-0.002
336,10-27-2019 3:02:14,7,-0.002
337,10-27-2019 3:17:14,6.94,-0.002
338,10-27-2019 3:32:14,6.94,-0.002
339,10-27-2019 3:47:14,6.88,-0.002
340,10-27-2019 4:02:14,6.88,-0.002
341,10-27-2019 4:17:14,6.88,-0.002
342,10-27-2019 4:32:14,6.81,-0.002
343,10-27-2019 4:47:14,6.75,-0.002
344,10-27-2019 5:02:14,6.69,-0.002
345,10-27-2019 5:17:14,6.63,-0.002
346,10-27-2019 5:32:14,6.63,-0.002
347,10-27-2019 5:47:14,6.56,-0.002
348,10-27-2019 6:02:14,6.5,-0.002
349,10-27-2019 6:17:14,6.5,-0.002
350,10-27-2019 6:32:14,6.44,-0.002
351,10-27-2019 6:47:14,6.44,-0.002
352,10-27-2019 7:02:14,6.38,-0.002
353,10-27-2019 7:17:14,6.31,-0.002
354,10-27-2019 7:32:14,6.31,-0.002
355,10-27-2019 7:47:14,6.25,-0.002
356,10-27-2019 8:02:14,6.25,-0.002
357,10-27-2019 8:17:14,6.25,-0.002
358,10-27-2019 8:32:14,6.25,-0.002
359,10-27-2019 8:47:14,6.25,-0.002
360,10-27-2019 9:02:14,6.25,-0.002
361,10-27-2019 9:17:14,6.25,-0.002
362,10-27-2019 9:32:14,6.25,-0.002
363,10-27-2019 9:47:14,6.25,-0.002
364,10-27-2019 10:02:14,6.25,-0.002
365,10-27-2019 10:17:14,6.25,-0.002
366,10-27-2019 10:32:14,6.31,-0.002
367,10-27-2019 10:47:14,6.31,-0.002
368,10-27-2019 11:02:14,6.38,-0.002
369,10-27-2019 11:17:14,6.38,-0.002
370,10-27-2019 11:32:14,6.38,-0.002
371,10-27-2019 11:47:14,6.44,-0.002
372,10-27-2019 12:02:14,6.38,-0.002
373,10-27-2019 12:17:14,6.38,-0.002
374,10-27-2019 12:32:14,6.44,-0.002
375,10-27-2019 12:47:14,6.44,-0.002
376,10-27-2019 13:02:14,6.44,-0.002
377,10-27-2019 13:17:14,6.5,-0.002
378,10-27-2019 13:32:14,6.44,-0.002
379,10-27-2019 13:47:14,6.44,-0.002
380,10-27-2019 14:02:14,6.44,-0.002
381,10-27-2019 14:17:14,6.5,-0.002
382,10-27-2019 14:32:14,6.5,-0.002
383,10-27-2019 14:47:14,6.5,-0.002
384,10-27-2019 15:02:14,6.5,-0.002
385,10-27-2019 15:17:14,6.5,-0.002
386,10-27-2019 15:32:14,6.56,-0.002
387,10-27-2019 15:47:14,6.56,-0.002
388,10-27-2019 16:02:14,6.56,-0.002
389,10-27-2019 16:17:14,6.56,-0.002
390,10-27-2019 16:32:14,6.56,-0.002
391,10-27-2019 16:47:14,6.56,-0.002
392,10-27-2019 17:02:14,6.63,-0.002
393,10-27-2019 17:17:14,6.56,-0.002
394,10-27-2019 17:32:14,6.56,-0.002
395,10-27-2019 17:47:14,6.56,-0.002
396,10-27-2019 18:02:14,6.56,-0.002
397,10-27-2019 18:17:14,6.56,-0.002
398,10-27-2019 18:32:14,6.5,-0.002
399,10-27-2019 18:47:14,6.5,-0.002
400,10-27-2019 19:02:14,6.5,-0.002
401,10-27-2019 19:17:14,6.44,-0.002
402,10-27-2019 19:32:14,6.44,-0.002
403,10-27-2019 19:47:14,6.38,-0.002
404,10-27-2019 20:02:14,6.38,-0.002
405,10-27-2019 20:17:14,6.38,-0.002
406,10-27-2019 20:32:14,6.31,-0.002
407,10-27-2019 20:47:14,6.31,-0.002
408,10-27-2019 21:02:14,6.31,-0.002
409,10-27-2019 21:17:14,6.25,-0.002
410,10-27-2019 21:32:14,6.25,-0.002
411,10-27-2019 21:47:14,6.25,-0.002
412,10-27-2019 22:02:14,6.19,-0.002
413,10-27-2019 22:17:14,6.19,-0.002
414,10-27-2019 22:32:14,6.19,-0.002
415,10-27-2019 22:47:14,6.19,-0.002
416,10-27-2019 23:02:14,6.13,-0.002
417,10-27-2019 23:17:14,6.06,-0.002
418,10-27-2019 23:32:14,6.06,-0.002
419,10-27-2019 23:47:14,6,-0.002
420,10-28-2019 0:02:14,6,-0.002
421,10-28-2019 0:17:14,5.94,-0.002
422,10-28-2019 0:32:14,5.94,-0.002
423,10-28-2019 0:47:14,5.94,-0.002
424,10-28-2019 1:02:14,5.88,-0.002
425,10-28-2019 1:17:14,5.88,-0.002
426,10-28-2019 1:32:14,5.81,-0.002
427,10-28-2019 1:47:14,5.81,-0.002
428,10-28-2019 2:02:14,5.81,-0.002
429,10-28-2019 2:17:14,5.81,-0.002
430,10-28-2019 2:32:14,5.81,-0.002
431,10-28-2019 2:47:14,5.75,-0.002
432,10-28-2019 3:02:14,5.75,-0.002
433,10-28-2019 3:17:14,5.75,-0.002
434,10-28-2019 3:32:14,5.75,-0.002
435,10-28-2019 3:47:14,5.69,-0.002
436,10-28-2019 4:02:14,5.75,-0.002
437,10-28-2019 4:17:14,5.75,-0.002
438,10-28-2019 4:32:14,5.75,-0.002
439,10-28-2019 4:47:14,5.75,-0.002
440,10-28-2019 5:02:14,5.75,-0.002
441,10-28-2019 5:17:14,5.69,-0.002
442,10-28-2019 5:32:14,5.69,-0.002
443,10-28-2019 5:47:14,5.69,-0.002
444,10-28-2019 6:02:14,5.69,-0.002
445,10-28-2019 6:17:14,5.69,-0.002
446,10-28-2019 6:32:14,5.63,-0.002
447,10-28-2019 6:47:14,5.69,-0.002
448,10-28-2019 7:02:14,5.63,-0.002
449,10-28-2019 7:17:14,5.63,-0.002
450,10-28-2019 7:32:14,5.63,-0.002
451,10-28-2019 7:47:14,5.63,-0.002
452,10-28-2019 8:02:14,5.56,-0.002
453,10-28-2019 8:17:14,5.56,-0.002
454,10-28-2019 8:32:14,5.63,-0.002
455,10-28-2019 8:47:14,5.63,-0.002
456,10-28-2019 9:02:14,5.56,-0.002
457,10-28-2019 9:17:14,5.63,-0.002
458,10-28-2019 9:32:14,5.63,-0.001
459,10-28-2019 9:47:14,5.63,-0.002
460,10-28-2019 10:02:14,5.63,-0.002
461,10-28-2019 10:17:14,5.63,-0.002
462,10-28-2019 10:32:14,5.63,-0.002
463,10-28-2019 10:47:14,5.63,-0.002
464,10-28-2019 11:02:14,5.69,-0.002
465,10-28-2019 11:17:14,5.63,-0.002
466,10-28-2019 11:32:14,5.69,-0.002
467,10-28-2019 11:47:14,5.69,-0.001
468,10-28-2019 12:02:14,5.69,-0.001
469,10-28-2019 12:17:14,5.69,-0.001
470,10-28-2019 12:32:14,5.69,-0.001
471,10-28-2019 12:47:14,5.69,-0.001
472,10-28-2019 13:02:14,5.75,-0.001
473,10-28-2019 13:17:14,5.75,-0.001
474,10-28-2019 13:32:14,5.81,-0.001
475,10-28-2019 13:47:14,5.81,-0.001
476,10-28-2019 14:02:14,5.81,-0.001
477,10-28-2019 14:17:14,5.81,-0.001
478,10-28-2019 14:32:14,5.81,-0.001
479,10-28-2019 14:47:14,5.81,-0.001
480,10-28-2019 15:02:14,5.88,-0.001
481,10-28-2019 15:17:14,5.88,-0.001
482,10-28-2019 15:32:14,5.88,-0.001
483,10-28-2019 15:47:14,5.88,-0.001
484,10-28-2019 16:02:14,5.94,-0.001
485,10-28-2019 16:17:14,5.94,-0.001
486,10-28-2019 16:32:14,5.94,-0.001
487,10-28-2019 16:47:14,5.94,-0.001
488,10-28-2019 17:02:14,5.94,-0.001
489,10-28-2019 17:17:14,5.94,-0.001
490,10-28-2019 17:32:14,5.94,-0.001
491,10-28-2019 17:47:14,5.94,-0.001
492,10-28-2019 18:02:14,5.94,-0.001
493,10-28-2019 18:17:14,5.94,-0.001
494,10-28-2019 18:32:14,5.94,-0.001
495,10-28-2019 18:47:14,5.94,-0.001
496,10-28-2019 19:02:14,5.94,-0.001
497,10-28-2019 19:17:14,5.88,-0.001
498,10-28-2019 19:32:14,5.94,-0.001
499,10-28-2019 19:47:14,5.94,-0.001
500,10-28-2019 20:02:14,5.88,-0.001
501,10-28-2019 20:17:14,5.88,-0.001
502,10-28-2019 20:32:14,5.94,-0.001
503,10-28-2019 20:47:14,5.94,-0.001
504,10-28-2019 21:02:14,5.88,-0.001
505,10-28-2019 21:17:14,5.88,-0.001
506,10-28-2019 21:32:14,5.88,-0.001
507,10-28-2019 21:47:14,5.88,-0.001
508,10-28-2019 22:02:14,5.81,-0.001
509,10-28-2019 22:17:14,5.81,-0.001
510,10-28-2019 22:32:14,5.81,-0.001
511,10-28-2019 22:47:14,5.75,-0.001
512,10-28-2019 23:02:14,5.75,-0.001
513,10-28-2019 23:17:14,5.75,-0.001
514,10-28-2019 23:32:14,5.75,-0.001
515,10-28-2019 23:47:14,5.75,-0.001
516,10-29-2019 0:02:14,5.75,-0.001
517,10-29-2019 0:17:14,5.75,-0.001
518,10-29-2019 0:32:14,5.69,-0.001
519,10-29-2019 0:47:14,5.69,-0.001
520,10-29-2019 1:02:14,5.69,-0.001
521,10-29-2019 1:17:14,5.69,-0.001
522,10-29-2019 1:32:14,5.63,-0.001
523,10-29-2019 1:47:14,5.63,-0.001
524,10-29-2019 2:02:14,5.63,-0.001
525,10-29-2019 2:17:14,5.63,-0.001
526,10-29-2019 2:32:14,5.56,-0.001
527,10-29-2019 2:47:14,5.56,-0.001
528,10-29-2019 3:02:14,5.56,-0.001
529,10-29-2019 3:17:14,5.5,-0.001
530,10-29-2019 3:32:14,5.5,-0.001
531,10-29-2019 3:47:14,5.5,-0.001
532,10-29-2019 4:02:14,5.5,-0.001
533,10-29-2019 4:17:14,5.44,-0.001
534,10-29-2019 4:32:14,5.44,-0.001
535,10-29-2019 4:47:14,5.38,-0.001
536,10-29-2019 5:02:14,5.38,-0.001
537,10-29-2019 5:17:14,5.31,-0.001
538,10-29-2019 5:32:14,5.31,-0.001
539,10-29-2019 5:47:14,5.25,-0.001
540,10-29-2019 6:02:14,5.25,-0.001
541,10-29-2019 6:17:14,5.19,-0.001
542,10-29-2019 6:32:14,5.13,-0.001
543,10-29-2019 6:47:14,5.13,-0.001
544,10-29-2019 7:02:14,5.13,-0.001
545,10-29-2019 7:17:14,5.06,-0.001
546,10-29-2019 7:32:14,5.06,-0.001
547,10-29-2019 7:47:14,5,-0.001
548,10-29-2019 8:02:14,4.94,-0.001
549,10-29-2019 8:17:14,4.94,-0.001
550,10-29-2019 8:32:14,4.94,-0.001
551,10-29-2019 8:47:14,4.94,-0.001
552,10-29-2019 9:02:14,4.94,-0.001
553,10-29-2019 9:17:14,4.94,-0.001
554,10-29-2019 9:32:14,4.88,-0.001
555,10-29-2019 9:47:14,4.88,-0.001
556,10-29-2019 10:02:14,4.88,-0.001
557,10-29-2019 10:17:14,4.94,-0.001
558,10-29-2019 10:32:14,4.88,-0.001
559,10-29-2019 10:47:14,4.94,-0.001
560,10-29-2019 11:02:14,4.94,-0.001
561,10-29-2019 11:17:14,5,-0.001
562,10-29-2019 11:32:14,5,-0.002
563,10-29-2019 11:47:14,5,-0.001
564,10-29-2019 12:02:14,5,-0.001
565,10-29-2019 12:17:14,5,-0.001
566,10-29-2019 12:32:14,5.06,-0.001
567,10-29-2019 12:47:14,5.06,-0.001
568,10-29-2019 13:02:14,5.06,-0.001
569,10-29-2019 13:17:14,5.06,-0.001
570,10-29-2019 13:32:14,5.06,-0.001
571,10-29-2019 13:47:14,5.06,-0.001
572,10-29-2019 14:02:14,5.06,-0.001
573,10-29-2019 14:17:14,5.06,-0.001
574,10-29-2019 14:32:14,5.06,-0.001
575,10-29-2019 14:47:14,5.06,-0.001
576,10-29-2019 15:02:14,5.06,-0.001
577,10-29-2019 15:17:14,5.13,-0.001
578,10-29-2019 15:32:14,5.13,-0.001
579,10-29-2019 15:47:14,5.06,-0.001
580,10-29-2019 16:02:14,5.13,-0.001
581,10-29-2019 16:17:14,5.13,-0.001
582,10-29-2019 16:32:14,5.13,-0.001
583,10-29-2019 16:47:14,5.13,-0.001
